file;time;n;m;solsize;recsteps;finished;VC-check;size-check;diff-to-opt;last-k-diff-to-opt
1-random/000060_000000000072.dimacs;0.01;72;13;10;11;1;OK;;;
1-random/000060_000000000360.dimacs;0.01;360;436;50;8;1;OK;;;
1-random/000065_000000000078.dimacs;0.01;78;20;11;8;1;OK;;;
1-random/000065_000000000390.dimacs;0.01;390;547;59;6;1;OK;;;
1-random/000070_000000000084.dimacs;0.01;84;21;12;11;1;OK;;;
1-random/000070_000000000420.dimacs;0.01;420;539;60;10;1;OK;;;
1-random/000075_000000000090.dimacs;0.01;90;33;13;11;1;OK;;;
1-random/000075_000000000450.dimacs;0.01;450;682;68;12;1;OK;;;
1-random/000080_000000000096.dimacs;0.01;96;24;13;11;1;OK;;;
1-random/000080_000000000480.dimacs;0.01;480;777;73;11;1;OK;;;
1-random/000085_000000000102.dimacs;0.01;102;36;16;10;1;OK;;;
1-random/000085_000000000510.dimacs;0.01;510;843;76;7;1;OK;;;
1-random/000090_000000000108.dimacs;0.01;108;38;17;10;1;OK;;;
1-random/000090_000000000540.dimacs;0.01;540;825;78;11;1;OK;;;
1-random/000095_000000000114.dimacs;0.01;114;46;18;11;1;OK;;;
1-random/000095_000000000570.dimacs;0.01;570;1022;86;15;1;OK;;;
1-random/000100_000000000120.dimacs;0.01;120;51;20;12;1;OK;;;
1-random/000100_000000000600.dimacs;0.02;600;1151;95;7;1;OK;;;
1-random/000200_000000000240.dimacs;0.01;240;166;38;10;1;OK;;;
1-random/000200_000000001200.dimacs;0.04;1200;4537;194;11;1;OK;;;
1-random/000300_000000000360.dimacs;0.01;360;387;58;19;1;OK;;;
1-random/000300_000000001800.dimacs;0.06;1800;11129;296;5;1;OK;;;
1-random/000400_000000000480.dimacs;0.02;480;552;78;12;1;OK;;;
1-random/000400_000000002400.dimacs;0.10;2400;18594;392;1;1;OK;;;
1-random/000500_000000000600.dimacs;0.01;600;1271;100;11;1;OK;;;
1-random/000500_000000003000.dimacs;0.15;3000;30730;498;9;1;OK;;;
1-random/000600_000000000720.dimacs;0.01;720;1694;119;11;1;OK;;;
1-random/000600_000000003600.dimacs;0.23;3600;43303;593;6;1;OK;;;
1-random/000700_000000000840.dimacs;0.02;840;2395;140;3;1;OK;;;
1-random/000700_000000004200.dimacs;0.31;4200;58018;692;6;1;OK;;;
1-random/000800_000000000960.dimacs;0.02;960;3292;160;9;1;OK;;;
1-random/000800_000000004800.dimacs;0.40;4800;75159;795;9;1;OK;;;
1-random/000900_000000001080.dimacs;0.02;1080;3671;180;8;1;OK;;;
1-random/000900_000000005400.dimacs;0.52;5400;96355;892;10;1;OK;;;
1-random/001000_000000001200.dimacs;0.02;1200;4388;199;8;1;OK;;;
1-random/001000_000000006000.dimacs;0.66;6000;116702;989;4;1;OK;;;
2-social-networks/00-karate.graph.dimacs;0.01;34;78;14;4;1;OK;;;
2-social-networks/01-dolphins.graph.dimacs;0.01;62;159;34;12;1;OK;;;
2-social-networks/02-chesapeake.graph.dimacs;0.01;39;170;22;4;1;OK;;;
2-social-networks/03-adjnoun.graph.dimacs;0.01;112;425;59;71;1;OK;;;
2-social-networks/04-polbooks.graph.dimacs;0.01;105;441;62;8;1;OK;;;
2-social-networks/05-football.graph.dimacs;8.36;115;613;94;142735;1;OK;;;
2-social-networks/06-celegans_metabolic.graph.dimacs;0.02;453;2025;249;56;1;OK;;;
2-social-networks/07-jazz.graph.dimacs;0.01;198;2742;158;10;1;OK;;;
2-social-networks/08-netscience.graph.dimacs;0.04;1589;2742;899;286;1;OK;;;
2-social-networks/09-email.graph.dimacs;0.38;1133;5451;594;1354;1;OK;;;
2-social-networks/10-add20.graph.dimacs;0.18;2395;7462;1265;247;1;OK;;;
2-social-networks/11-power.graph.dimacs;;4941;6594;0;;0;;;;
2-social-networks/12-uk.graph.dimacs;Command terminated by signal 11 60.22;4824;6837;0;;1;Not a VC: Uncovered edge: 1 4695;;;
2-social-networks/13-add32.graph.dimacs;0.61;4960;9462;2674;325;1;OK;;;
2-social-networks/14-as20000102.txt.dimacs;0.69;6474;12572;1052;144;1;OK;;;
2-social-networks/15-email-Eu-core.txt.dimacs;0.34;1005;16064;579;718;1;OK;;;
2-social-networks/16-3elt.graph.dimacs;Command terminated by signal 11 40.90;4720;13722;1;;1;Not a VC: ;;;
2-social-networks/17-ca-GrQc.txt.dimacs;0.53;5242;14484;2783;588;1;OK;;;
2-social-networks/18-data.graph.dimacs;Command terminated by signal 11 24.72;2851;15093;1;;1;Not a VC: ;;;
2-social-networks/19-polblogs.graph.dimacs;0.61;1490;16715;560;389;1;OK;;;
2-social-networks/20-p2p-Gnutella08.txt.dimacs;0.95;6301;20777;2054;103;1;OK;;;
2-social-networks/21-PGPgiantcompo.graph.dimacs;;10680;24316;0;;0;;;;
2-social-networks/22-ca-HepTh.txt.dimacs;;9877;25973;0;;0;;;;
2-social-networks/23-p2p-Gnutella09.txt.dimacs;1.23;8114;26013;2574;104;1;OK;;;
2-social-networks/24-whitaker3.graph.dimacs;Command terminated by signal 11 143.08;9800;28989;1;;1;Not a VC: ;;;
2-social-networks/25-crack.graph.dimacs;;10240;30380;0;;0;;;;
2-social-networks/26-p2p-Gnutella06.txt.dimacs;1.96;8717;31525;3405;174;1;OK;;;
2-social-networks/27-p2p-Gnutella05.txt.dimacs;1.98;8846;31839;3428;187;1;OK;;;
2-social-networks/28-fe_4elt2.graph.dimacs;Command terminated by signal 11 30.91;11143;32818;1;;1;Not a VC: ;;;
2-social-networks/29-p2p-Gnutella04.txt.dimacs;3.48;10876;39994;4348;281;1;OK;;;
2-social-networks/30-as-22july06.graph.dimacs;31.74;22963;48436;3303;20905;1;OK;;;
2-social-networks/31-cs4.graph.dimacs;Command terminated by signal 11 21.13;22499;43858;1;;1;Not a VC: ;;;
2-social-networks/32-4elt.graph.dimacs;Command terminated by signal 11 41.78;15606;45878;1;;1;Not a VC: ;;;
2-social-networks/33-cond-mat.graph.dimacs;Command terminated by signal 11 179.79;16726;47594;0;;1;Not a VC: Uncovered edge: 1 12705;;;
2-social-networks/34-cti.graph.dimacs;Command terminated by signal 11 127.49;16840;48232;1;;1;Not a VC: ;;;
2-social-networks/35-memplus.graph.dimacs;10.43;17758;54196;10072;109;1;OK;;;
2-social-networks/36-fe_sphere.graph.dimacs;Command terminated by signal 11 62.43;16386;49152;1;;1;Not a VC: ;;;
2-social-networks/37-p2p-Gnutella25.txt.dimacs;16.49;22687;54705;6017;155;1;OK;;;
2-social-networks/38-wing_nodal.graph.dimacs;Command terminated by signal 11 3.89;10937;75488;0;;1;Not a VC: Uncovered edge: 1 33;;;
2-social-networks/39-facebook_combined.txt.dimacs;Command terminated by signal 11 20.35;4039;88234;1;;1;Not a VC: ;;;
2-social-networks/40-ca-CondMat.txt.dimacs;Command terminated by signal 11 27.76;23133;93439;1;;1;Not a VC: ;;;
2-social-networks/41-t60k.graph.dimacs;Command terminated by signal 11 7.93;60005;89440;1;;1;Not a VC: ;;;
2-social-networks/42-ca-HepPh.txt.dimacs;;12008;118489;0;;0;;;;
2-social-networks/43-astro-ph.graph.dimacs;;16706;121251;0;;0;;;;
3-medium-sized/vc001.dimacs;;6160;40207;0;;0;;;;
3-medium-sized/vc003.dimacs;Command terminated by signal 11 6.03;60541;48418;1;;1;Not a VC: ;;;
3-medium-sized/vc005.dimacs;Command terminated by signal 11 15.36;200;798;1;;1;Not a VC: ;;;
3-medium-sized/vc007.dimacs;Command terminated by signal 11 15.99;8794;10121;1;;1;Not a VC: ;;;
3-medium-sized/vc009.dimacs;Command terminated by signal 11 9.69;38452;174645;1;;1;Not a VC: ;;;
3-medium-sized/vc011.dimacs;;9875;25973;0;;0;;;;
3-medium-sized/vc013.dimacs;Command terminated by signal 11 10.42;45307;36697;1;;1;Not a VC: ;;;
3-medium-sized/vc015.dimacs;Command terminated by signal 11 11.38;53610;42940;1;;1;Not a VC: ;;;
3-medium-sized/vc017.dimacs;Command terminated by signal 11 63.90;23541;34233;1;;1;Not a VC: ;;;
3-medium-sized/vc019.dimacs;Command terminated by signal 11 86.87;200;862;1;;1;Not a VC: ;;;
3-medium-sized/vc021.dimacs;17.11;24765;19655;5110;5110;1;OK;;;
3-medium-sized/vc023.dimacs;;27717;133665;0;;0;;;;
3-medium-sized/vc025.dimacs;14.53;23194;18295;4899;4899;1;OK;;;
3-medium-sized/vc027.dimacs;Command terminated by signal 11 7.33;65866;52435;1;;1;Not a VC: ;;;
3-medium-sized/vc029.dimacs;Command terminated by signal 11 57.36;13431;16234;1;;1;Not a VC: ;;;
3-medium-sized/vc031.dimacs;Command terminated by signal 11 51.58;200;813;1;;1;Not a VC: ;;;
3-medium-sized/vc033.dimacs;Command terminated by signal 11 65.84;4410;6885;1;;1;Not a VC: ;;;
3-medium-sized/vc035.dimacs;Command terminated by signal 11 57.46;200;864;1;;1;Not a VC: ;;;
3-medium-sized/vc037.dimacs;Command terminated by signal 11 64.85;198;808;1;;1;Not a VC: ;;;
3-medium-sized/vc039.dimacs;Command terminated by signal 11 14.44;6795;10620;1;;1;Not a VC: ;;;
3-medium-sized/vc041.dimacs;Command terminated by signal 11 62.61;200;1023;1;;1;Not a VC: ;;;
3-medium-sized/vc043.dimacs;Command terminated by signal 11 42.10;200;841;1;;1;Not a VC: ;;;
3-medium-sized/vc045.dimacs;Command terminated by signal 11 37.06;200;1020;1;;1;Not a VC: ;;;
3-medium-sized/vc047.dimacs;Command terminated by signal 11 16.98;200;1093;1;;1;Not a VC: ;;;
3-medium-sized/vc049.dimacs;Command terminated by signal 11 37.76;200;933;1;;1;Not a VC: ;;;
3-medium-sized/vc051.dimacs;Command terminated by signal 11 36.10;200;1098;1;;1;Not a VC: ;;;
3-medium-sized/vc053.dimacs;Command terminated by signal 11 27.87;200;1026;1;;1;Not a VC: ;;;
3-medium-sized/vc055.dimacs;Command terminated by signal 11 41.43;200;938;1;;1;Not a VC: ;;;
3-medium-sized/vc057.dimacs;Command terminated by signal 11 25.65;200;1160;1;;1;Not a VC: ;;;
3-medium-sized/vc059.dimacs;Command terminated by signal 11 40.83;200;961;1;;1;Not a VC: ;;;
3-medium-sized/vc061.dimacs;Command terminated by signal 11 13.72;200;931;1;;1;Not a VC: ;;;
3-medium-sized/vc063.dimacs;Command terminated by signal 11 46.94;200;1011;1;;1;Not a VC: ;;;
3-medium-sized/vc065.dimacs;Command terminated by signal 11 34.54;200;1011;1;;1;Not a VC: ;;;
3-medium-sized/vc067.dimacs;Command terminated by signal 11 26.33;200;1174;1;;1;Not a VC: ;;;
3-medium-sized/vc069.dimacs;Command terminated by signal 11 22.00;200;1083;1;;1;Not a VC: ;;;
3-medium-sized/vc071.dimacs;Command terminated by signal 11 66.18;200;952;1;;1;Not a VC: ;;;
3-medium-sized/vc073.dimacs;Command terminated by signal 11 50.00;200;1078;1;;1;Not a VC: ;;;
3-medium-sized/vc075.dimacs;Command terminated by signal 11 19.51;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc077.dimacs;Command terminated by signal 11 25.50;200;961;1;;1;Not a VC: ;;;
3-medium-sized/vc079.dimacs;Command terminated by signal 11 20.49;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc081.dimacs;Command terminated by signal 11 37.77;199;1091;1;;1;Not a VC: ;;;
3-medium-sized/vc083.dimacs;Command terminated by signal 11 14.85;200;1172;1;;1;Not a VC: ;;;
3-medium-sized/vc085.dimacs;Command terminated by signal 11 43.84;11470;17408;1;;1;Not a VC: ;;;
3-medium-sized/vc087.dimacs;Command terminated by signal 11 33.46;13590;21240;1;;1;Not a VC: ;;;
3-medium-sized/vc089.dimacs;Command terminated by signal 11 12.12;57316;77978;1;;1;Not a VC: ;;;
3-medium-sized/vc091.dimacs;Command terminated by signal 11 40.19;200;1163;1;;1;Not a VC: ;;;
3-medium-sized/vc093.dimacs;Command terminated by signal 11 30.74;200;1162;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc095.dimacs;Command terminated by signal 11 46.73;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc097.dimacs;Command terminated by signal 11 22.74;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc099.dimacs;Command terminated by signal 11 24.19;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc101.dimacs;Command terminated by signal 11 32.71;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc103.dimacs;Command terminated by signal 11 78.73;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc105.dimacs;Command terminated by signal 11 41.14;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc107.dimacs;Command terminated by signal 11 26.19;13590;21240;1;;1;Not a VC: ;;;
3-medium-sized/vc109.dimacs;Command terminated by signal 11 18.59;66992;90970;1;;1;Not a VC: ;;;
3-medium-sized/vc111.dimacs;Command terminated by signal 11 24.12;450;17831;1;;1;Not a VC: ;;;
3-medium-sized/vc113.dimacs;Command terminated by signal 11 27.86;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc115.dimacs;Command terminated by signal 11 15.56;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc117.dimacs;Command terminated by signal 11 9.29;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc119.dimacs;Command terminated by signal 11 29.42;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc121.dimacs;Command terminated by signal 11 20.63;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc123.dimacs;Command terminated by signal 11 32.43;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc125.dimacs;Command terminated by signal 11 15.44;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc127.dimacs;Command terminated by signal 11 18.73;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc129.dimacs;Command terminated by signal 11 33.60;15783;24663;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc131.dimacs;Command terminated by signal 11 49.10;2980;5360;1;;1;Not a VC: ;;;
3-medium-sized/vc133.dimacs;Command terminated by signal 11 45.21;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc135.dimacs;Command terminated by signal 11 26.40;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc137.dimacs;Command terminated by signal 11 16.43;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc139.dimacs;Command terminated by signal 11 17.11;18096;28281;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc141.dimacs;Command terminated by signal 11 33.02;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc143.dimacs;Command terminated by signal 11 76.06;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc145.dimacs;Command terminated by signal 11 35.66;18096;28281;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc147.dimacs;Command terminated by signal 11 92.34;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc149.dimacs;Command terminated by signal 11 51.22;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc151.dimacs;Command terminated by signal 11 48.37;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc153.dimacs;Command terminated by signal 11 35.38;29076;45570;1;;1;Not a VC: ;;;
3-medium-sized/vc155.dimacs;Command terminated by signal 11 153.38;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc157.dimacs;;2980;5360;0;;0;;;;
3-medium-sized/vc159.dimacs;;18096;28281;0;;0;;;;
3-medium-sized/vc161.dimacs;Command terminated by signal 11 31.25;138141;227241;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc163.dimacs;;18096;28281;0;;0;;;;
