file;time;n;m;solsize;recsteps;finished;VC-check;size-check;diff-to-opt;last-k-diff-to-opt
3-medium-sized/vc009.dimacs;Command terminated by signal 11 6.05;38452;174645;1;;1;Not a VC: ;;;
3-medium-sized/vc011.dimacs;Command terminated by signal 11 48.77;9875;25973;1;;1;Not a VC: ;;;
3-medium-sized/vc013.dimacs;Command terminated by signal 11 0.66;45307;36697;1;;1;Not a VC: ;;;
3-medium-sized/vc015.dimacs;Command terminated by signal 11 7.77;53610;42940;1;;1;Not a VC: ;;;
3-medium-sized/vc017.dimacs;Command terminated by signal 11 12.57;23541;34233;1;;1;Not a VC: ;;;
3-medium-sized/vc019.dimacs;Command terminated by signal 11 12.15;200;862;1;;1;Not a VC: ;;;
3-medium-sized/vc021.dimacs;Command terminated by signal 11 22.09;24765;19655;1;;1;Not a VC: ;;;
3-medium-sized/vc023.dimacs;Command terminated by signal 11 9.74;27717;133665;1;;1;Not a VC: ;;;
3-medium-sized/vc025.dimacs;24.46;23194;18295;4899;1;1;OK;;;
3-medium-sized/vc027.dimacs;Command terminated by signal 11 7.32;65866;52435;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc029.dimacs;Command terminated by signal 11 77.81;13431;16234;1;;1;Not a VC: ;;;
3-medium-sized/vc031.dimacs;Command terminated by signal 11 32.08;200;813;1;;1;Not a VC: ;;;
3-medium-sized/vc033.dimacs;Command terminated by signal 11 72.75;4410;6885;1;;1;Not a VC: ;;;
3-medium-sized/vc035.dimacs;Command terminated by signal 11 15.72;200;864;1;;1;Not a VC: ;;;
3-medium-sized/vc037.dimacs;Command terminated by signal 11 15.36;198;808;1;;1;Not a VC: ;;;
3-medium-sized/vc039.dimacs;Command terminated by signal 11 40.85;6795;10620;1;;1;Not a VC: ;;;
3-medium-sized/vc041.dimacs;Command terminated by signal 11 18.03;200;1023;1;;1;Not a VC: ;;;
3-medium-sized/vc043.dimacs;Command terminated by signal 11 22.48;200;841;1;;1;Not a VC: ;;;
3-medium-sized/vc045.dimacs;Command terminated by signal 11 3.91;200;1020;1;;1;Not a VC: ;;;
3-medium-sized/vc047.dimacs;Command terminated by signal 11 24.24;200;1093;1;;1;Not a VC: ;;;
3-medium-sized/vc049.dimacs;Command terminated by signal 11 25.20;200;933;1;;1;Not a VC: ;;;
3-medium-sized/vc051.dimacs;Command terminated by signal 11 23.62;200;1098;1;;1;Not a VC: ;;;
3-medium-sized/vc053.dimacs;Command terminated by signal 11 42.43;200;1026;1;;1;Not a VC: ;;;
3-medium-sized/vc055.dimacs;Command terminated by signal 11 24.89;200;938;1;;1;Not a VC: ;;;
3-medium-sized/vc057.dimacs;Command terminated by signal 11 63.89;200;1160;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc059.dimacs;Command terminated by signal 11 86.98;200;961;1;;1;Not a VC: ;;;
3-medium-sized/vc061.dimacs;Command terminated by signal 11 61.19;200;931;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc063.dimacs;Command terminated by signal 11 24.84;200;1011;1;;1;Not a VC: ;;;
3-medium-sized/vc065.dimacs;Command terminated by signal 11 69.87;200;1011;1;;1;Not a VC: ;;;
3-medium-sized/vc067.dimacs;Command terminated by signal 11 12.31;200;1174;1;;1;Not a VC: ;;;
3-medium-sized/vc069.dimacs;Command terminated by signal 11 11.71;200;1083;1;;1;Not a VC: ;;;
3-medium-sized/vc071.dimacs;Command terminated by signal 11 37.55;200;952;1;;1;Not a VC: ;;;
3-medium-sized/vc073.dimacs;Command terminated by signal 11 47.15;200;1078;1;;1;Not a VC: ;;;
3-medium-sized/vc075.dimacs;Command terminated by signal 11 9.59;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc077.dimacs;Command terminated by signal 11 33.12;200;961;1;;1;Not a VC: ;;;
3-medium-sized/vc079.dimacs;Command terminated by signal 11 6.83;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc081.dimacs;Command terminated by signal 11 10.98;199;1091;1;;1;Not a VC: ;;;
3-medium-sized/vc083.dimacs;Command terminated by signal 11 34.57;200;1172;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc085.dimacs;Command terminated by signal 11 120.79;11470;17408;1;;1;Not a VC: ;;;
3-medium-sized/vc087.dimacs;Command terminated by signal 11 33.00;13590;21240;1;;1;Not a VC: ;;;
3-medium-sized/vc089.dimacs;Command terminated by signal 11 14.43;57316;77978;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc091.dimacs;Command terminated by signal 11 62.72;200;1163;1;;1;Not a VC: ;;;
3-medium-sized/vc093.dimacs;Command terminated by signal 11 96.90;200;1162;1;;1;Not a VC: ;;;
3-medium-sized/vc095.dimacs;Command terminated by signal 11 37.74;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc097.dimacs;Command terminated by signal 11 24.81;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc099.dimacs;Command terminated by signal 11 10.92;26300;41500;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc101.dimacs;Command terminated by signal 11 27.96;26300;41500;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc103.dimacs;Command terminated by signal 11 41.50;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc105.dimacs;Command terminated by signal 11 25.64;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc107.dimacs;Command terminated by signal 11 40.82;13590;21240;1;;1;Not a VC: ;;;
3-medium-sized/vc109.dimacs;Command terminated by signal 11 13.72;66992;90970;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc111.dimacs;Command terminated by signal 11 108.83;450;17831;1;;1;Not a VC: ;;;
3-medium-sized/vc113.dimacs;Command terminated by signal 11 21.98;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc115.dimacs;Command terminated by signal 11 36.46;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc117.dimacs;Command terminated by signal 11 29.27;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc119.dimacs;Command terminated by signal 11 34.10;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc121.dimacs;Command terminated by signal 11 15.42;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc123.dimacs;Command terminated by signal 11 19.51;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc125.dimacs;Command terminated by signal 11 25.51;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc127.dimacs;Command terminated by signal 11 20.48;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc129.dimacs;Command terminated by signal 11 53.03;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc131.dimacs;Command terminated by signal 11 43.84;2980;5360;1;;1;Not a VC: ;;;
3-medium-sized/vc133.dimacs;Command terminated by signal 11 33.44;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc135.dimacs;Command terminated by signal 11 12.13;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc137.dimacs;Command terminated by signal 11 40.21;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc139.dimacs;Command terminated by signal 11 30.76;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc141.dimacs;Command terminated by signal 11 46.63;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc143.dimacs;Command terminated by signal 11 22.74;18096;28281;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc145.dimacs;Command terminated by signal 11 24.34;18096;28281;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc147.dimacs;Command terminated by signal 11 32.82;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc149.dimacs;Command terminated by signal 11 33.41;26300;41500;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc151.dimacs;Command terminated by signal 11 36.02;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc153.dimacs;Command terminated by signal 11 8.55;29076;45570;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc155.dimacs;Command terminated by signal 11 22.73;26300;41500;1;;1;Not a VC: ;;;
3-medium-sized/vc157.dimacs;Command terminated by signal 11 18.20;2980;5360;1;;1;Not a VC: ;;;
3-medium-sized/vc159.dimacs;Command terminated by signal 11 26.19;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc161.dimacs;Command terminated by signal 11 7.89;138141;227241;1;;1;Not a VC: ;;;
3-medium-sized/vc163.dimacs;Command terminated by signal 11 10.24;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc165.dimacs;Command terminated by signal 11 24.12;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc167.dimacs;Command terminated by signal 11 12.95;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc169.dimacs;Command terminated by signal 11 14.47;4768;8576;1;;1;Not a VC: ;;;
3-medium-sized/vc171.dimacs;Command terminated by signal 11 15.56;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc173.dimacs;Command terminated by signal 11 9.30;56860;77264;1;;1;Not a VC: ;;;
3-medium-sized/vc175.dimacs;Command terminated by signal 11 29.44;3523;6446;1;;1;Not a VC: ;;;
3-medium-sized/vc177.dimacs;Command terminated by signal 11 20.63;5066;9112;1;;1;Not a VC: ;;;
3-medium-sized/vc179.dimacs;Command terminated by signal 11 32.42;15783;24663;1;;1;Not a VC: ;;;
3-medium-sized/vc181.dimacs;Command terminated by signal 11 15.44;18096;28281;1;;1;Not a VC: ;;;
3-medium-sized/vc183.dimacs;Command terminated by signal 11 18.73;72420;118362;1;;1;Not a VC: ;;;
3-medium-sized/vc185.dimacs;Command terminated by signal 11 33.60;3523;6446;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc187.dimacs;Command terminated by signal 11 49.11;4227;7734;1;;1;Not a VC: ;;;
3-medium-sized/vc189.dimacs;Command terminated by signal 11 45.23;7400;13600;0;;1;Not a VC: Uncovered edge: 1 2;;;
3-medium-sized/vc191.dimacs;Command terminated by signal 11 60.84;4579;8378;1;;1;Not a VC: ;;;
3-medium-sized/vc193.dimacs;Command terminated by signal 11 32.92;7030;12920;1;;1;Not a VC: ;;;
3-medium-sized/vc195.dimacs;Command terminated by signal 11 49.03;1150;81068;1;;1;Not a VC: ;;;
3-medium-sized/vc197.dimacs;Command terminated by signal 11 26.68;1534;127011;1;;1;Not a VC: ;;;
3-medium-sized/vc199.dimacs;Command terminated by signal 11 35.67;1534;126163;1;;1;Not a VC: ;;;
